"REF_DATE","GEO","DGUID","Sources of waste for disposal","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Yukon, Northwest Territories and Nunavut","2016A00016","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133808","12.3","","x","","","0"
"2010","Canada","2016A000011124","All sources of waste for disposal","Tonnes","287","units ","0","v42133773","1.1","24952415","","","","0"
"2010","Canada","2016A000011124","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133774","1.2","9448165","","","","0"
"2010","Canada","2016A000011124","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133775","1.3","15504250","","","","0"
"2010","Newfoundland and Labrador","2016A000210","All sources of waste for disposal","Tonnes","287","units ","0","v42133776","2.1","394235","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133777","2.2","","x","","","0"
"2010","Newfoundland and Labrador","2016A000210","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133778","2.3","","x","","","0"
"2010","Prince Edward Island","2016A000211","All sources of waste for disposal","Tonnes","287","units ","0","v42133779","3.1","","x","","","0"
"2010","Prince Edward Island","2016A000211","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133780","3.2","","x","","","0"
"2010","Prince Edward Island","2016A000211","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133781","3.3","","x","","","0"
"2010","Nova Scotia","2016A000212","All sources of waste for disposal","Tonnes","287","units ","0","v42133782","4.1","367246","","","","0"
"2010","Nova Scotia","2016A000212","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133783","4.2","145589","","","","0"
"2010","Nova Scotia","2016A000212","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133784","4.3","221657","","","","0"
"2010","New Brunswick","2016A000213","All sources of waste for disposal","Tonnes","287","units ","0","v42133785","5.1","475265","","","","0"
"2010","New Brunswick","2016A000213","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133786","5.2","219486","","","","0"
"2010","New Brunswick","2016A000213","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133787","5.3","255779","","","","0"
"2010","Quebec","2016A000224","All sources of waste for disposal","Tonnes","287","units ","0","v42133788","6.1","5795707","","","","0"
"2010","Quebec","2016A000224","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133789","6.2","2853189","","","","0"
"2010","Quebec","2016A000224","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133790","6.3","2942518","","","","0"
"2010","Ontario","2016A000235","All sources of waste for disposal","Tonnes","287","units ","0","v42133791","7.1","9247415","","","","0"
"2010","Ontario","2016A000235","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133792","7.2","3204264","","","","0"
"2010","Ontario","2016A000235","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133793","7.3","6043151","","","","0"
"2010","Manitoba","2016A000246","All sources of waste for disposal","Tonnes","287","units ","0","v42133794","8.1","1020481","","","","0"
"2010","Manitoba","2016A000246","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133795","8.2","453754","","","","0"
"2010","Manitoba","2016A000246","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133796","8.3","566727","","","","0"
"2010","Saskatchewan","2016A000247","All sources of waste for disposal","Tonnes","287","units ","0","v42133797","9.1","937268","","","","0"
"2010","Saskatchewan","2016A000247","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133798","9.2","283726","","","","0"
"2010","Saskatchewan","2016A000247","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133799","9.3","653541","","","","0"
"2010","Alberta","2016A000248","All sources of waste for disposal","Tonnes","287","units ","0","v42133800","10.1","3917492","","","","0"
"2010","Alberta","2016A000248","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133801","10.2","1093155","","","","0"
"2010","Alberta","2016A000248","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133802","10.3","2824337","","","","0"
"2010","British Columbia","2016A000259","All sources of waste for disposal","Tonnes","287","units ","0","v42133803","11.1","2658271","","","","0"
"2010","British Columbia","2016A000259","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133804","11.2","953761","","","","0"
"2010","British Columbia","2016A000259","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133805","11.3","1704510","","","","0"
"2010","Yukon, Northwest Territories and Nunavut","2016A00016","All sources of waste for disposal","Tonnes","287","units ","0","v42133806","12.1","","x","","","0"
"2010","Yukon, Northwest Territories and Nunavut","2016A00016","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133807","12.2","","x","","","0"
"2010","Yukon, Northwest Territories and Nunavut","2016A00016","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133808","12.3","","x","","","0"
"2012","Canada","2016A000011124","All sources of waste for disposal","Tonnes","287","units ","0","v42133773","1.1","24681474","","","","0"
"2012","Canada","2016A000011124","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133774","1.2","9684615","","","","0"
"2012","Canada","2016A000011124","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133775","1.3","14996859","","","","0"
"2012","Newfoundland and Labrador","2016A000210","All sources of waste for disposal","Tonnes","287","units ","0","v42133776","2.1","391571","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133777","2.2","","x","","","0"
"2012","Newfoundland and Labrador","2016A000210","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133778","2.3","","x","","","0"
"2012","Prince Edward Island","2016A000211","All sources of waste for disposal","Tonnes","287","units ","0","v42133779","3.1","","x","","","0"
"2012","Prince Edward Island","2016A000211","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133780","3.2","","x","","","0"
"2012","Prince Edward Island","2016A000211","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133781","3.3","","x","","","0"
"2012","Nova Scotia","2016A000212","All sources of waste for disposal","Tonnes","287","units ","0","v42133782","4.1","365079","","","","0"
"2012","Nova Scotia","2016A000212","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133783","4.2","145601","","","","0"
"2012","Nova Scotia","2016A000212","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133784","4.3","219478","","","","0"
"2012","New Brunswick","2016A000213","All sources of waste for disposal","Tonnes","287","units ","0","v42133785","5.1","492938","","","","0"
"2012","New Brunswick","2016A000213","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133786","5.2","215755","","","","0"
"2012","New Brunswick","2016A000213","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133787","5.3","277183","","","","0"
"2012","Quebec","2016A000224","All sources of waste for disposal","Tonnes","287","units ","0","v42133788","6.1","5584621","","","","0"
"2012","Quebec","2016A000224","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133789","6.2","2803335","","","","0"
"2012","Quebec","2016A000224","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133790","6.3","2781286","","","","0"
"2012","Ontario","2016A000235","All sources of waste for disposal","Tonnes","287","units ","0","v42133791","7.1","9208839","","","","0"
"2012","Ontario","2016A000235","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133792","7.2","3388501","","","","0"
"2012","Ontario","2016A000235","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133793","7.3","5820338","","","","0"
"2012","Manitoba","2016A000246","All sources of waste for disposal","Tonnes","287","units ","0","v42133794","8.1","1017663","","","","0"
"2012","Manitoba","2016A000246","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133795","8.2","444227","","","","0"
"2012","Manitoba","2016A000246","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133796","8.3","573436","","","","0"
"2012","Saskatchewan","2016A000247","All sources of waste for disposal","Tonnes","287","units ","0","v42133797","9.1","957670","","","","0"
"2012","Saskatchewan","2016A000247","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133798","9.2","315987","","","","0"
"2012","Saskatchewan","2016A000247","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133799","9.3","641682","","","","0"
"2012","Alberta","2016A000248","All sources of waste for disposal","Tonnes","287","units ","0","v42133800","10.1","3913924","","","","0"
"2012","Alberta","2016A000248","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133801","10.2","1176226","","","","0"
"2012","Alberta","2016A000248","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133802","10.3","2737698","","","","0"
"2012","British Columbia","2016A000259","All sources of waste for disposal","Tonnes","287","units ","0","v42133803","11.1","2604147","","","","0"
"2012","British Columbia","2016A000259","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133804","11.2","947542","","","","0"
"2012","British Columbia","2016A000259","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133805","11.3","1656605","","","","0"
"2012","Yukon, Northwest Territories and Nunavut","2016A00016","All sources of waste for disposal","Tonnes","287","units ","0","v42133806","12.1","","x","","","0"
"2012","Yukon, Northwest Territories and Nunavut","2016A00016","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133807","12.2","","x","","","0"
"2012","Yukon, Northwest Territories and Nunavut","2016A00016","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133808","12.3","","x","","","0"
"2014","Canada","2016A000011124","All sources of waste for disposal","Tonnes","287","units ","0","v42133773","1.1","24766650","","","","0"
"2014","Canada","2016A000011124","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133774","1.2","9803644","","","","0"
"2014","Canada","2016A000011124","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133775","1.3","14963007","","","","0"
"2014","Newfoundland and Labrador","2016A000210","All sources of waste for disposal","Tonnes","287","units ","0","v42133776","2.1","415158","","","","0"
"2014","Newfoundland and Labrador","2016A000210","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133777","2.2","","x","","","0"
"2014","Newfoundland and Labrador","2016A000210","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133778","2.3","","x","","","0"
"2014","Prince Edward Island","2016A000211","All sources of waste for disposal","Tonnes","287","units ","0","v42133779","3.1","","x","","","0"
"2014","Prince Edward Island","2016A000211","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133780","3.2","","x","","","0"
"2014","Prince Edward Island","2016A000211","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133781","3.3","","x","","","0"
"2014","Nova Scotia","2016A000212","All sources of waste for disposal","Tonnes","287","units ","0","v42133782","4.1","364193","","","","0"
"2014","Nova Scotia","2016A000212","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133783","4.2","160805","","","","0"
"2014","Nova Scotia","2016A000212","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133784","4.3","203388","","","","0"
"2014","New Brunswick","2016A000213","All sources of waste for disposal","Tonnes","287","units ","0","v42133785","5.1","508115","","","","0"
"2014","New Brunswick","2016A000213","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133786","5.2","234534","","","","0"
"2014","New Brunswick","2016A000213","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133787","5.3","273581","","","","0"
"2014","Quebec","2016A000224","All sources of waste for disposal","Tonnes","287","units ","0","v42133788","6.1","5414539","","","","0"
"2014","Quebec","2016A000224","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133789","6.2","2831404","","","","0"
"2014","Quebec","2016A000224","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133790","6.3","2583135","","","","0"
"2014","Ontario","2016A000235","All sources of waste for disposal","Tonnes","287","units ","0","v42133791","7.1","9165299","","","","0"
"2014","Ontario","2016A000235","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133792","7.2","3490792","","","","0"
"2014","Ontario","2016A000235","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133793","7.3","5674507","","","","0"
"2014","Manitoba","2016A000246","All sources of waste for disposal","Tonnes","287","units ","0","v42133794","8.1","990230","","","","0"
"2014","Manitoba","2016A000246","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133795","8.2","333008","","","","0"
"2014","Manitoba","2016A000246","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133796","8.3","657222","","","","0"
"2014","Saskatchewan","2016A000247","All sources of waste for disposal","Tonnes","287","units ","0","v42133797","9.1","940595","","","","0"
"2014","Saskatchewan","2016A000247","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133798","9.2","331430","","","","0"
"2014","Saskatchewan","2016A000247","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133799","9.3","609166","","","","0"
"2014","Alberta","2016A000248","All sources of waste for disposal","Tonnes","287","units ","0","v42133800","10.1","4097584","","","","0"
"2014","Alberta","2016A000248","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133801","10.2","1230635","","","","0"
"2014","Alberta","2016A000248","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133802","10.3","2866949","","","","0"
"2014","British Columbia","2016A000259","All sources of waste for disposal","Tonnes","287","units ","0","v42133803","11.1","2721309","","","","0"
"2014","British Columbia","2016A000259","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133804","11.2","941345","","","","0"
"2014","British Columbia","2016A000259","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133805","11.3","1779963","","","","0"
"2014","Yukon, Northwest Territories and Nunavut","2016A00016","All sources of waste for disposal","Tonnes","287","units ","0","v42133806","12.1","","x","","","0"
"2014","Yukon, Northwest Territories and Nunavut","2016A00016","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133807","12.2","","x","","","0"
"2014","Yukon, Northwest Territories and Nunavut","2016A00016","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133808","12.3","","x","","","0"
"2016","Canada","2016A000011124","All sources of waste for disposal","Tonnes","287","units ","0","v42133773","1.1","24940747","","","","0"
"2016","Canada","2016A000011124","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133774","1.2","10225943","","","","0"
"2016","Canada","2016A000011124","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133775","1.3","14714804","","","","0"
"2016","Newfoundland and Labrador","2016A000210","All sources of waste for disposal","Tonnes","287","units ","0","v42133776","2.1","395324","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133777","2.2","","x","","","0"
"2016","Newfoundland and Labrador","2016A000210","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133778","2.3","","x","","","0"
"2016","Prince Edward Island","2016A000211","All sources of waste for disposal","Tonnes","287","units ","0","v42133779","3.1","","x","","","0"
"2016","Prince Edward Island","2016A000211","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133780","3.2","","x","","","0"
"2016","Prince Edward Island","2016A000211","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133781","3.3","","x","","","0"
"2016","Nova Scotia","2016A000212","All sources of waste for disposal","Tonnes","287","units ","0","v42133782","4.1","375258","","","","0"
"2016","Nova Scotia","2016A000212","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133783","4.2","169786","","","","0"
"2016","Nova Scotia","2016A000212","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133784","4.3","205472","","","","0"
"2016","New Brunswick","2016A000213","All sources of waste for disposal","Tonnes","287","units ","0","v42133785","5.1","503123","","","","0"
"2016","New Brunswick","2016A000213","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133786","5.2","225893","","","","0"
"2016","New Brunswick","2016A000213","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133787","5.3","277230","","","","0"
"2016","Quebec","2016A000224","All sources of waste for disposal","Tonnes","287","units ","0","v42133788","6.1","5356134","","","","0"
"2016","Quebec","2016A000224","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133789","6.2","3010083","","","","0"
"2016","Quebec","2016A000224","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133790","6.3","2346051","","","","0"
"2016","Ontario","2016A000235","All sources of waste for disposal","Tonnes","287","units ","0","v42133791","7.1","9475472","","","","0"
"2016","Ontario","2016A000235","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133792","7.2","3703850","","","","0"
"2016","Ontario","2016A000235","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133793","7.3","5771622","","","","0"
"2016","Manitoba","2016A000246","All sources of waste for disposal","Tonnes","287","units ","0","v42133794","8.1","969289","","","","0"
"2016","Manitoba","2016A000246","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133795","8.2","308517","","","","0"
"2016","Manitoba","2016A000246","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133796","8.3","660772","","","","0"
"2016","Saskatchewan","2016A000247","All sources of waste for disposal","Tonnes","287","units ","0","v42133797","9.1","898404","","","","0"
"2016","Saskatchewan","2016A000247","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133798","9.2","343497","","","","0"
"2016","Saskatchewan","2016A000247","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133799","9.3","554908","","","","0"
"2016","Alberta","2016A000248","All sources of waste for disposal","Tonnes","287","units ","0","v42133800","10.1","4206668","","","","0"
"2016","Alberta","2016A000248","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133801","10.2","1299856","","","","0"
"2016","Alberta","2016A000248","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133802","10.3","2906811","","","","0"
"2016","British Columbia","2016A000259","All sources of waste for disposal","Tonnes","287","units ","0","v42133803","11.1","2614087","","","","0"
"2016","British Columbia","2016A000259","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133804","11.2","929476","","","","0"
"2016","British Columbia","2016A000259","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133805","11.3","1684611","","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","All sources of waste for disposal","Tonnes","287","units ","0","v42133806","12.1","","x","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Residential sources of waste for disposal","Tonnes","287","units ","0","v42133807","12.2","","x","","","0"
"2016","Yukon, Northwest Territories and Nunavut","2016A00016","Non-residential sources of waste for disposal","Tonnes","287","units ","0","v42133808","12.3","","x","","","0"
